x,y
2800.3,0.991412618
2800.4,0.989108183
2800.5,0.987432605
2800.6,0.984001924
2800.7,0.979351326
2800.8,0.976456565
2800.9,0.977074871
2801.0,0.980200351
2801.1,0.983880011
2801.2,0.987281349
2801.3,0.990574873
2801.4,0.993555443
2801.5,0.994886201
2801.6,0.993296482
2801.7,0.989248049
2801.8,0.984941767
2801.9,0.982744537
2802.0,0.982682787
2802.1,0.982127062
2802.2,0.978648319
2802.3,0.972009555
2802.4,0.964832764
2802.5,0.961025403
2802.6,0.96079052
2802.7,0.961224762
2802.8,0.962899199
2802.9,0.968514569
2803.0,0.976376458
2803.1,0.981698239
2803.2,0.981801682
2803.3,0.977228149
2803.4,0.970848985
2803.5,0.966088815
2803.6,0.963697767
2803.7,0.961645219
2803.8,0.958694074
2803.9,0.955557381
2804.0,0.952736088
2804.1,0.949578849
2804.2,0.945797642
2804.3,0.94226951
2804.4,0.939059643
2804.5,0.933267003
2804.6,0.92089908
2804.7,0.901995412
2804.8,0.882674242
2804.9,0.870144412
2805.0,0.866550695
2805.1,0.869427674
2805.2,0.874473058
2805.3,0.876269818
2805.4,0.871743134
2805.5,0.863204529
2805.6,0.854438302
2805.7,0.845809959
2805.8,0.834941204
2805.9,0.819345784
2806.0,0.797863727
2806.1,0.771839412
2806.2,0.743477228
2806.3,0.711234454
2806.4,0.668864429
2806.5,0.609510933
2806.6,0.529439304
2806.7,0.42892591
2806.8,0.312975394
2806.9,0.195147841
2807.0,0.100080336
2807.1,0.054474875
2807.2,0.07015107
2807.3,0.136876968
2807.4,0.23096308
2807.5,0.329427327
2807.6,0.417757821
2807.7,0.487812886
2807.8,0.535634669
2807.9,0.565143853
2808.0,0.587476416
2808.1,0.610145926
2808.2,0.629124199
2808.3,0.634606837
2808.4,0.621348587
2808.5,0.592032367
2808.6,0.551409754
2808.7,0.49715111
2808.8,0.420208253
2808.9,0.316554809
2809.0,0.196868049
2809.1,0.085652448
2809.2,0.012584428
2809.3,0.0
2809.4,0.050546088
2809.5,0.144427851
2809.6,0.251874265
2809.7,0.350661963
2809.8,0.432594617
2809.9,0.497726786
2810.0,0.548982546
2810.1,0.590409674
2810.2,0.623599929
2810.3,0.64563104
2810.4,0.652363812
2810.5,0.642874738
2810.6,0.619920384
2810.7,0.586082123
2810.8,0.540418717
2810.9,0.47837765
2811.0,0.394529063
2811.1,0.288507933
2811.2,0.171607806
2811.3,0.069063974
2811.4,0.013056594
2811.5,0.025088839
2811.6,0.100557496
2811.7,0.212561054
2811.8,0.331492659
2811.9,0.439170907
2812.0,0.528568617
2812.1,0.600399787
2812.2,0.659705088
2812.3,0.708942477
2812.4,0.746937484
2812.5,0.774596908
2812.6,0.795886234
2812.7,0.815416165
2812.8,0.837266819
2812.9,0.862002139
2813.0,0.884437246
2813.1,0.897645718
2813.2,0.899729319
2813.3,0.894911447
2813.4,0.88831761
2813.5,0.882437223
2813.6,0.878786805
2813.7,0.879313991
2813.8,0.884345187
2813.9,0.891654386
2814.0,0.899139403
2814.1,0.906957968
2814.2,0.915929741
2814.3,0.924274599
2814.4,0.92788545
2814.5,0.92475139
2814.6,0.917119059
2814.7,0.910245726
2814.8,0.910163238
2814.9,0.918237178
2815.0,0.928437491
2815.1,0.934800272
2815.2,0.938684263
2815.3,0.944357987
2815.4,0.950843025
2815.5,0.95341643
2815.6,0.950566072
2815.7,0.944888025
2815.8,0.939593811
2815.9,0.9356705
2816.0,0.931783638
2816.1,0.928441788
2816.2,0.929414395
2816.3,0.936228219
2816.4,0.94655241
2816.5,0.957699243
2816.6,0.966317972
2816.7,0.969856738
2816.8,0.970533774
2816.9,0.972627364
2817.0,0.978121198
2817.1,0.986475296
2817.2,0.994842074
2817.3,0.999606918
2817.4,1.0
2817.5,0.99874247
2817.6,0.998566723
2817.7,0.99935027
2817.8,0.998704775
2817.9,0.994005429
2818.0,0.985445088
2818.1,0.978423668
2818.2,0.978759275
2822.8,0.982644367
2822.9,0.974844229
2823.0,0.96990822
2823.1,0.970096988
2823.2,0.974286903
2823.3,0.98168266
2823.4,0.990019898
2823.5,0.994758488
2823.6,0.994256434
2823.7,0.991270076
2823.8,0.989151743
2823.9,0.990566235
2824.0,0.995381443
2824.1,0.999651325
2824.2,1.0
2824.3,0.997581892
2824.4,0.996810045
2824.5,0.997365773
2824.6,0.992019878
2824.7,0.978489137
2824.8,0.965343775
2824.9,0.962556054
2825.0,0.971335744
2825.1,0.982669942
2825.2,0.986599961
2825.3,0.982689853
2825.4,0.975883644
2825.5,0.968124622
2825.6,0.960153525
2825.7,0.953987059
2825.8,0.951350613
2825.9,0.95143511
2826.0,0.949974176
2826.1,0.943742653
2826.2,0.935677486
2826.3,0.931853276
2826.4,0.933362249
2826.5,0.934796504
2826.6,0.933547027
2826.7,0.933835997
2826.8,0.936400051
2826.9,0.934854119
2827.0,0.926545191
2827.1,0.917045412
2827.2,0.910780673
2827.3,0.905237734
2827.4,0.89776627
2827.5,0.889038767
2827.6,0.879013722
2827.7,0.867825677
2827.8,0.858238905
2827.9,0.852557005
2828.0,0.848802057
2828.1,0.843796935
2828.2,0.8375617
2828.3,0.829134392
2828.4,0.815098299
2828.5,0.795398326
2828.6,0.771510621
2828.7,0.741144822
2828.8,0.701106666
2828.9,0.650634201
2829.0,0.589294465
2829.1,0.515087896
2829.2,0.425261685
2829.3,0.319577586
2829.4,0.207903411
2829.5,0.11500362
2829.6,0.069075077
2829.7,0.08237025
2829.8,0.146179894
2829.9,0.239868454
2830.0,0.341491043
2830.1,0.436262126
2830.2,0.518474177
2830.3,0.585090776
2830.4,0.631946872
2830.5,0.658971356
2830.6,0.672638196
2830.7,0.678224562
2830.8,0.673513808
2830.9,0.653497621
2831.0,0.616594919
2831.1,0.563783308
2831.2,0.497599443
2831.3,0.419877747
2831.4,0.327161163
2831.5,0.218530961
2831.6,0.109430303
2831.7,0.028408333
2831.8,0.0
2831.9,0.031789638
2832.0,0.113043712
2832.1,0.222027514
2832.2,0.334506196
2832.3,0.429516499
2832.4,0.495629152
2832.5,0.535970529
2832.6,0.563422073
2832.7,0.588496979
2832.8,0.610598516
2832.9,0.620946486
2833.0,0.61501567
2833.1,0.596112424
2833.2,0.566295245
2833.3,0.523021347
2833.4,0.46442924
2833.5,0.38947584
2833.6,0.295779237
2833.7,0.187595116
2833.8,0.084656806
2833.9,0.018905152
2834.0,0.018930699
2834.1,0.088412983
2834.2,0.200493273
2834.3,0.318598608
2834.4,0.419405104
2834.5,0.498060569
2834.6,0.560884625
2834.7,0.61499202
2834.8,0.662156472
2834.9,0.701861297
2835.0,0.736678501
2835.1,0.769387413
2835.2,0.796143126
2835.3,0.810573985
2835.4,0.815013029
2835.5,0.818337445
2835.6,0.823574481
2835.7,0.8253612
2835.8,0.819144394
2835.9,0.809355554
2836.0,0.805332116
2836.1,0.809059351
2836.2,0.813701231
2836.3,0.815127001
2836.4,0.816935661
2836.5,0.824445294
2836.6,0.839476655
2836.7,0.859441694
2836.8,0.8783547
2836.9,0.89045906
2837.0,0.894371393
2837.1,0.892377519
2837.2,0.887843553
2837.3,0.88432605
2837.4,0.883374805
2837.5,0.884508964
2837.6,0.887566169
2837.7,0.890966081
2837.8,0.891854669
2837.9,0.891021625
2838.0,0.891695694
2838.1,0.893346465
2838.2,0.892296438
2838.3,0.887528862
2838.4,0.881919129
